,PBLH_24,PBLH_48,PBLH_avg_24,PBLH_avg_48,Raw,Filtered,Raw_mean,Filt_mean
2015-04-04 01:00:00,295.558,768.542,445.415,789.640,2570.000,2570.000,2571.429,2571.429
2015-04-04 02:00:00,118.951,687.854,97.433,670.067,2560.000,2560.000,2287.143,
2015-04-04 03:00:00,77.557,600.657,273.500,547.444,320.000,320.000,1252.857,1252.857
2015-04-04 04:00:00,265.217,411.604,238.122,421.777,2290.000,2290.000,2271.429,2271.429
2015-04-04 05:00:00,458.476,409.794,283.573,395.631,1580.000,1580.000,1667.143,1667.143
2015-04-04 06:00:00,531.870,503.764,364.354,442.431,450.000,,437.143,
2015-04-04 07:00:00,271.041,476.204,231.109,433.896,470.000,470.000,679.286,
2015-04-04 08:00:00,174.676,488.559,180.111,420.301,1200.000,1200.000,990.000,990.000
2015-04-04 09:00:00,66.599,473.269,119.166,441.165,630.000,630.000,627.143,627.143
2015-04-04 10:00:00,19.645,467.969,103.736,445.889,660.000,660.000,751.429,751.429
2015-04-04 11:00:00,19.605,432.015,38.020,409.612,640.000,640.000,918.571,918.571
2015-04-04 12:00:00,19.574,405.378,29.330,387.965,1350.000,1350.000,1298.571,1298.571
2015-04-04 13:00:00,19.540,389.493,39.381,376.427,1630.000,1630.000,1460.714,1460.714
2015-04-04 14:00:00,342.320,523.590,300.794,472.594,1990.000,1990.000,1508.571,1508.571
2015-04-04 15:00:00,469.689,616.763,440.693,596.152,1285.000,1285.000,1410.000,1410.000
2015-04-04 16:00:00,961.237,774.423,913.664,748.275,2060.000,2060.000,1916.429,1916.429
2015-04-04 17:00:00,1178.204,930.536,1125.555,918.137,2540.000,2540.000,2199.286,2199.286
2015-04-04 18:00:00,1385.512,1120.173,1332.602,1118.010,1970.000,1970.000,2355.000,2355.000
2015-04-04 19:00:00,1527.165,1376.923,1469.083,1320.786,2770.000,2770.000,2712.143,2712.143
2015-04-04 20:00:00,1836.874,1639.748,1780.965,1606.102,3010.000,3010.000,2922.143,2922.143
2015-04-04 21:00:00,2090.574,2067.407,2058.562,2030.517,2950.000,,2958.571,
2015-04-04 22:00:00,2303.157,2320.581,2258.573,2305.355,2420.000,2420.000,2588.571,
2015-04-04 23:00:00,2433.358,2536.690,2347.073,2440.859,2170.000,,2330.000,
2015-04-05 00:00:00,0.000,2591.138,0.000,2341.001,2160.000,,2384.286,
2015-04-05 01:00:00,1408.176,685.130,1009.795,640.496,2390.000,,2340.000,
2015-04-05 02:00:00,916.056,1116.296,682.422,929.955,2000.000,2000.000,2110.000,2110.000
2015-04-05 03:00:00,601.779,676.299,553.171,659.341,1780.000,,1790.000,
2015-04-05 04:00:00,423.387,544.163,423.277,564.568,1950.000,1950.000,1969.286,1969.286
2015-04-05 05:00:00,419.581,555.842,383.719,581.463,1920.000,1920.000,1512.143,1512.143
2015-04-05 06:00:00,412.706,492.976,390.390,493.299,1340.000,1340.000,1108.571,1108.571
2015-04-05 07:00:00,467.563,451.640,410.265,335.114,520.000,520.000,832.143,832.143
2015-04-05 08:00:00,439.087,374.876,407.839,266.247,660.000,,735.000,
2015-04-05 09:00:00,358.640,78.945,405.115,158.055,680.000,,674.286,
2015-04-05 10:00:00,378.454,122.340,460.275,159.295,710.000,710.000,704.286,
2015-04-05 11:00:00,464.827,119.298,474.384,176.248,690.000,,674.286,
2015-04-05 12:00:00,403.679,58.351,411.450,97.848,620.000,620.000,605.714,605.714
2015-04-05 13:00:00,341.757,60.767,454.236,90.677,580.000,,580.000,
2015-04-05 14:00:00,458.062,365.749,503.185,378.074,600.000,600.000,601.429,
2015-04-05 15:00:00,591.408,523.353,562.226,525.364,630.000,630.000,625.714,
2015-04-05 16:00:00,594.138,836.272,614.989,836.975,640.000,640.000,772.857,772.857
2015-04-05 17:00:00,765.124,1424.095,745.368,1398.640,2305.000,2305.000,1990.714,1990.714
2015-04-05 18:00:00,1246.510,1793.849,1247.259,1774.540,2305.000,2305.000,2341.429,2341.429
2015-04-05 19:00:00,1605.663,2037.236,1561.835,1980.453,2760.000,2760.000,2474.286,2474.286
2015-04-05 20:00:00,1916.491,2277.719,1873.029,2211.096,2880.000,2880.000,2733.571,2733.571
2015-04-05 21:00:00,2250.633,2567.990,2240.698,2495.448,3250.000,3250.000,3203.571,3203.571
2015-04-05 22:00:00,2464.287,2857.314,2422.122,2710.788,3340.000,3340.000,3181.429,3181.429
2015-04-05 23:00:00,2606.917,2756.931,2489.168,2408.365,2990.000,2990.000,2948.571,2948.571
2015-04-06 00:00:00,0.000,2859.453,0.000,2765.560,2700.000,2700.000,2742.857,2742.857
2015-04-06 01:00:00,378.168,630.449,419.358,1014.877,2570.000,2570.000,2587.143,2587.143
2015-04-06 02:00:00,58.904,525.648,119.086,435.535,2590.000,2590.000,2597.143,2597.143
2015-04-06 03:00:00,137.608,1096.623,153.634,856.432,2110.000,2110.000,2194.286,2194.286
2015-04-06 04:00:00,356.757,583.282,257.726,499.864,440.000,440.000,912.857,912.857
2015-04-06 05:00:00,228.213,540.249,186.527,432.517,1760.000,1760.000,1137.143,1137.143
2015-04-06 06:00:00,191.165,312.371,139.439,270.750,310.000,310.000,532.857,532.857
2015-04-06 07:00:00,83.834,310.391,80.615,171.154,1045.000,1045.000,507.857,507.857
2015-04-06 08:00:00,19.660,32.327,31.743,122.397,320.000,320.000,311.429,311.429
2015-04-06 09:00:00,19.634,32.942,19.596,84.742,470.000,470.000,440.000,440.000
2015-04-06 10:00:00,19.620,56.342,24.232,58.626,1235.000,1235.000,1049.286,1049.286
2015-04-06 11:00:00,19.613,110.462,27.269,85.173,1560.000,1560.000,1572.857,1572.857
2015-04-06 12:00:00,19.612,133.378,24.190,131.544,490.000,490.000,928.571,928.571
2015-04-06 13:00:00,70.673,44.888,31.144,51.182,1130.000,1130.000,628.571,628.571
2015-04-06 14:00:00,284.142,468.737,314.250,441.333,620.000,620.000,607.143,607.143
2015-04-06 15:00:00,477.512,655.591,490.677,636.390,760.000,760.000,976.429,976.429
2015-04-06 16:00:00,779.389,895.691,819.035,877.181,1350.000,1350.000,1762.857,1762.857
2015-04-06 17:00:00,1407.806,1244.473,1377.299,1206.465,2400.000,2400.000,2102.143,2102.143
2015-04-06 18:00:00,1695.446,1589.398,1667.810,1553.451,2170.000,2170.000,2425.714,2425.714
2015-04-06 19:00:00,2014.583,1968.125,1953.958,1946.605,2795.000,2795.000,2655.714,
2015-04-06 20:00:00,2208.011,2161.125,2184.322,2168.454,2800.000,2800.000,2608.571,
2015-04-06 21:00:00,2331.456,2400.544,2360.594,2401.214,3210.000,,3086.429,
2015-04-06 22:00:00,2561.000,2612.201,2514.927,2540.627,2870.000,,3057.857,
2015-04-06 23:00:00,2609.956,2683.398,2643.413,2692.261,3150.000,3150.000,3152.857,3152.857
2015-04-07 00:00:00,0.000,2712.600,0.000,2705.261,2790.000,,2340.000,
2015-04-07 01:00:00,463.270,536.582,673.375,749.010,2280.000,,2110.714,
2015-04-07 02:00:00,97.498,1058.204,700.239,935.515,2450.000,,2440.000,
2015-04-07 03:00:00,120.863,969.513,368.767,853.991,2470.000,2470.000,1610.000,
2015-04-07 04:00:00,151.747,530.264,217.202,540.846,610.000,610.000,540.000,540.000
2015-04-07 05:00:00,278.055,371.453,245.062,380.788,,,,
2015-04-07 06:00:00,277.309,460.284,244.409,405.050,1500.000,1500.000,,
2015-04-07 07:00:00,232.193,406.881,180.662,391.882,630.000,630.000,758.571,758.571
2015-04-07 08:00:00,238.488,353.789,179.069,344.221,400.000,400.000,444.286,444.286
2015-04-07 09:00:00,144.316,408.202,134.779,354.069,480.000,480.000,475.714,475.714
2015-04-07 10:00:00,142.765,428.450,132.014,366.967,490.000,490.000,437.143,437.143
2015-04-07 11:00:00,132.449,386.595,142.197,340.351,320.000,320.000,400.000,400.000
2015-04-07 12:00:00,78.885,343.765,123.300,301.625,830.000,830.000,740.714,740.714
