1420847400.0 620.0 620.0
1420848000.0 610.0 610.0
1420848600.0 700.0 700.0
1420849200.0 1330.0 1330.0
1420849800.0 1800.0 1800.0
1420850400.0 1330.0 1330.0
1420851000.0 1330.0 1330.0
1420851600.0 1330.0 1330.0
1420852200.0 1330.0 1330.0
1420852800.0 1330.0 1330.0
1420853400.0 1555.0 1555.0
1420854000.0 2065.0 2065.0
1420854600.0 1800.0 1800.0
1420855200.0 1380.0 1380.0
1420855800.0 1380.0 1380.0
1420856400.0 1210.0 1210.0
1420857000.0 1990.0 1990.0
1420857600.0 1890.0 1890.0
1420858200.0 2010.0 2010.0
1420858800.0 2000.0 2000.0
1420859400.0 1980.0 1980.0
1420860000.0 1970.0 1970.0
1420860600.0 1300.0 1300.0
1420861200.0 1290.0 1290.0
1420861800.0 2010.0 2010.0
1420862400.0 1995.0 1995.0
1420863000.0 2460.0 2460.0
1420863600.0 1950.0 1950.0
1420864200.0 1950.0 NaN
1420864800.0 1950.0 NaN
1420865400.0 1950.0 NaN
1420866000.0 1950.0 NaN
1420866600.0 1950.0 NaN
1420867200.0 1950.0 1950.0
1420867800.0 1940.0 1940.0
1420868400.0 1930.0 1930.0
1420869000.0 1920.0 1920.0
1420869600.0 1910.0 1910.0
1420870200.0 1910.0 1910.0
1420870800.0 1920.0 1920.0
1420871400.0 1930.0 NaN
1420872000.0 1940.0 NaN
1420872600.0 2000.0 NaN
1420873200.0 2030.0 NaN
1420873800.0 2040.0 NaN
1420874400.0 2050.0 NaN
1420875000.0 2050.0 NaN
1420875600.0 2060.0 NaN
1420876200.0 2060.0 NaN
1420876800.0 2060.0 NaN
1420877400.0 2060.0 2060.0
1420878000.0 1510.0 1510.0
1420878600.0 1100.0 1100.0
1420879200.0 1090.0 NaN
1420879800.0 1090.0 NaN
1420880400.0 1080.0 NaN
1420881000.0 1070.0 NaN
1420881600.0 1070.0 NaN
1420882200.0 1050.0 NaN
1420882800.0 1030.0 NaN
1420883400.0 1020.0 NaN
1420884000.0 1635.0 NaN
1420884600.0 1620.0 NaN
1420885200.0 1610.0 NaN
1420885800.0 1530.0 NaN
1420886400.0 1540.0 NaN
1420887000.0 1550.0 NaN
1420887600.0 1560.0 NaN
1420888200.0 1570.0 NaN
1420888800.0 1540.0 NaN
1420889400.0 380.0 NaN
1420890000.0 400.0 NaN
1420890600.0 400.0 NaN
1420891200.0 1840.0 NaN
1420891800.0 1830.0 NaN
1420892400.0 1810.0 NaN
1420893000.0 1790.0 NaN
1420893600.0 1800.0 NaN
1420894200.0 1910.0 NaN
1420894800.0 2020.0 NaN
1420895400.0 1610.0 NaN
1420896000.0 1590.0 NaN
1420896600.0 1550.0 NaN
1420897200.0 1540.0 NaN
1420897800.0 1540.0 NaN
1420898400.0 1530.0 NaN
1420899000.0 1510.0 NaN
1420899600.0 1500.0 NaN
1420900200.0 1490.0 NaN
1420900800.0 1810.0 NaN
1420901400.0 1790.0 NaN
1420902000.0 1770.0 1770.0
1420902600.0 1760.0 NaN
1420903200.0 1760.0 NaN
1420903800.0 1750.0 NaN
1420904400.0 1750.0 NaN
1420905000.0 1760.0 NaN
1420905600.0 1400.0 NaN
1420906200.0 1400.0 NaN
1420906800.0 1400.0 NaN
1420907400.0 1400.0 NaN
1420908000.0 1390.0 NaN
1420908600.0 1590.0 NaN
1420909200.0 1590.0 NaN
1420909800.0 1580.0 1580.0
1420910400.0 1580.0 1580.0
1420911000.0 1570.0 1570.0
1420911600.0 1530.0 1530.0
1420912200.0 1510.0 1510.0
1420912800.0 1500.0 1500.0
1420913400.0 1480.0 1480.0
1420914000.0 1480.0 1480.0
1420914600.0 1480.0 1480.0
1420915200.0 530.0 530.0
1420915800.0 520.0 520.0
1420916400.0 510.0 510.0
1420917000.0 520.0 520.0
1420917600.0 510.0 510.0
1420918200.0 510.0 510.0
1420918800.0 500.0 500.0
1420919400.0 490.0 490.0
1420920000.0 460.0 460.0
1420920600.0 450.0 450.0
1420921200.0 430.0 430.0
1420921800.0 420.0 420.0
1420922400.0 420.0 420.0
1420923000.0 430.0 430.0
1420923600.0 440.0 440.0
1420924200.0 450.0 450.0
1420924800.0 450.0 450.0
1420925400.0 460.0 460.0
1420926000.0 480.0 480.0
1420926600.0 520.0 520.0
1420927200.0 540.0 540.0
1420927800.0 550.0 550.0
1420928400.0 560.0 560.0
1420929000.0 570.0 570.0
1420929600.0 570.0 570.0
1420930200.0 660.0 660.0
1420930800.0 690.0 690.0
1420931400.0 720.0 720.0
1420932000.0 1020.0 1020.0
1420932600.0 1030.0 1030.0
1420933200.0 1030.0 1030.0
1420933800.0 1040.0 1040.0
1420934400.0 1030.0 1030.0
1420935000.0 1030.0 1030.0
1420935600.0 890.0 890.0
1420936200.0 1525.0 1525.0
1420936800.0 1010.0 1010.0
1420937400.0 1640.0 1640.0
1420938000.0 1620.0 1620.0
1420938600.0 1630.0 1630.0
1420939200.0 1710.0 1710.0
1420939800.0 1720.0 NaN
1420940400.0 1720.0 NaN
1420941000.0 1730.0 NaN
1420941600.0 1740.0 NaN
1420942200.0 1930.0 NaN
1420942800.0 1930.0 NaN
1420943400.0 1920.0 NaN
1420944000.0 1920.0 NaN
1420944600.0 1920.0 NaN
1420945200.0 1910.0 NaN
1420945800.0 2930.0 NaN
1420946400.0 3190.0 3190.0
1420947000.0 2900.0 2900.0
1420947600.0 2890.0 2890.0
1420948200.0 2890.0 2890.0
1420948800.0 2890.0 2890.0
1420949400.0 2800.0 2800.0
1420950000.0 2140.0 2140.0
1420950600.0 2720.0 2720.0
1420951200.0 2740.0 2740.0
1420951800.0 2750.0 2750.0
1420952400.0 2510.0 2510.0
1420953000.0 2530.0 2530.0
1420953600.0 2550.0 2550.0
1420954200.0 1950.0 1950.0
1420954800.0 1980.0 1980.0
1420955400.0 2000.0 2000.0
1420956000.0 2010.0 2010.0
1420956600.0 2010.0 NaN
1420957200.0 2010.0 NaN
1420957800.0 2010.0 NaN
1420958400.0 2010.0 2010.0
1420959000.0 2010.0 2010.0
1420959600.0 2010.0 2010.0
1420960200.0 2000.0 2000.0
1420960800.0 1060.0 1060.0
1420961400.0 1050.0 1050.0
1420962000.0 1040.0 1040.0
1420962600.0 560.0 560.0
1420963200.0 785.0 785.0
1420963800.0 780.0 780.0
1420964400.0 340.0 340.0
1420965000.0 340.0 340.0
1420965600.0 535.0 535.0
1420966200.0 560.0 560.0
1420966800.0 570.0 570.0
1420967400.0 580.0 580.0
1420968000.0 1585.0 1585.0
1420968600.0 1580.0 1580.0
1420969200.0 1580.0 1580.0
1420969800.0 1580.0 1580.0
1420970400.0 1580.0 NaN
1420971000.0 1580.0 NaN
1420971600.0 1570.0 NaN
1420972200.0 1560.0 NaN
1420972800.0 1550.0 NaN
1420973400.0 1540.0 1540.0
1420974000.0 1540.0 1540.0
1420974600.0 1540.0 1540.0
1420975200.0 480.0 480.0
1420975800.0 490.0 490.0
1420976400.0 875.0 875.0
1420977000.0 890.0 890.0
1420977600.0 940.0 940.0
1420978200.0 930.0 930.0
1420978800.0 930.0 930.0
1420979400.0 930.0 930.0
1420980000.0 940.0 940.0
1420980600.0 930.0 930.0
1420981200.0 920.0 920.0
1420981800.0 900.0 900.0
1420982400.0 880.0 880.0
1420983000.0 860.0 860.0
1420983600.0 830.0 830.0
1420984200.0 820.0 820.0
1420984800.0 810.0 810.0
1420985400.0 810.0 810.0
1420986000.0 800.0 800.0
1420986600.0 800.0 800.0
1420987200.0 810.0 810.0
1420987800.0 830.0 830.0
1420988400.0 840.0 840.0
1420989000.0 840.0 840.0
1420989600.0 830.0 830.0
1420990200.0 810.0 810.0
1420990800.0 770.0 770.0
1420991400.0 770.0 770.0
1420992000.0 770.0 770.0
1420992600.0 760.0 760.0
1420993200.0 530.0 530.0
1420993800.0 540.0 540.0
1420994400.0 560.0 560.0
1420995000.0 570.0 570.0
1420995600.0 580.0 580.0
1420996200.0 580.0 580.0
1420996800.0 560.0 560.0
1420997400.0 540.0 540.0
1420998000.0 530.0 530.0
1420998600.0 520.0 520.0
1420999200.0 430.0 430.0
1420999800.0 430.0 430.0
1421000400.0 430.0 430.0
1421001000.0 430.0 430.0
1421001600.0 460.0 460.0
1421002200.0 450.0 NaN
1421002800.0 450.0 NaN
1421003400.0 470.0 NaN
