0 00 00 810
0 10 00 820
0 20 00 820
0 30 00 820
0 40 00 810
0 50 00 800
1 00 00 790
1 10 00 790
1 20 00 780
1 30 00 760
1 40 00 730
1 50 00 720
2 00 00 710
2 10 00 710
2 20 00 600
2 30 00 600
2 40 00 630
2 50 00 610
3 00 00 460
3 10 00 460
3 20 00 410
3 30 00 400
3 40 00 400
3 50 00 420
4 00 00 430
4 10 00 430
4 20 00 430
4 30 00 430
4 40 00 420
4 50 00 420
5 00 00 420
5 10 00 410
5 20 00 400
5 30 00 390
5 40 00 390
5 50 00 390
6 00 00 390
6 10 00 390
6 20 00 380
6 30 00 380
6 40 00 370
6 50 00 360
7 00 00 370
7 10 00 390
7 20 00 400
7 30 00 400
7 40 00 400
7 50 00 410
8 00 00 420
8 10 00 440
8 20 00 330
8 30 00 320
8 40 00 320
8 50 00 320
9 00 00 310
9 10 00 310
9 20 00 310
9 30 00 310
9 40 00 320
9 50 00 330
10 00 00 350
10 10 00 360
10 20 00 370
10 30 00 370
10 40 00 380
10 50 00 390
11 00 00 400
11 10 00 1180
11 20 00 570
11 30 00 570
11 40 00 570
11 50 00 1410
12 00 00 1405
12 10 00 1410
12 20 00 890
12 30 00 1640
12 40 00 2295
12 50 00 2275
13 00 00 2565
13 10 00 2540
13 20 00 2530
13 30 00 2520
13 40 00 2835
13 50 00 2810
14 00 00 2820
14 10 00 2820
14 20 00 2510
14 30 00 2815
14 40 00 2500
14 50 00 2510
15 00 00 2490
15 10 00 2900
15 20 00 1845
15 30 00 2950
15 40 00 2660
15 50 00 2650
16 00 00 2650
16 10 00 2650
16 20 00 2300
16 30 00 2290
16 40 00 2290
16 50 00 2290
17 00 00 2290
17 10 00 2405
17 20 00 1610
17 30 00 1600
17 40 00 1670
17 50 00 1630
18 00 00 1620
18 10 00 2490
18 20 00 2490
18 30 00 2480
18 40 00 1660
18 50 00 1655
19 00 00 1660
19 10 00 1310
19 20 00 1565
19 30 00 1580
19 40 00 1580
19 50 00 2045
20 00 00 2045
20 10 00 1530
20 20 00 1540
20 30 00 1490
20 40 00 1460
20 50 00 1450
21 00 00 1610
21 10 00 1770
21 20 00 370
21 30 00 410
21 40 00 420
21 50 00 420
22 00 00 430
22 10 00 550
22 20 00 930
22 30 00 1080
22 40 00 1530
22 50 00 1550
23 00 00 1380
23 10 00 2040
23 20 00 1300
23 30 00 1290
23 40 00 1310
23 50 00 1320
