0 00 00 300
0 10 00 300
0 20 00 625
0 30 00 610
0 40 00 600
0 50 00 600
1 00 00 600
1 10 00 640
1 20 00 660
1 30 00 660
1 40 00 640
1 50 00 670
2 00 00 660
2 10 00 680
2 20 00 710
2 30 00 720
2 40 00 680
2 50 00 680
3 00 00 680
3 10 00 720
3 20 00 720
3 30 00 730
3 40 00 740
3 50 00 760
4 00 00 770
4 10 00 780
4 20 00 770
4 30 00 770
4 40 00 420
4 50 00 420
5 00 00 770
5 10 00 770
5 20 00 630
5 30 00 630
5 40 00 380
5 50 00 380
6 00 00 370
6 10 00 370
6 20 00 420
6 30 00 430
6 40 00 430
6 50 00 430
7 00 00 380
7 10 00 370
7 20 00 380
7 30 00 400
7 40 00 410
7 50 00 410
8 00 00 540
8 10 00 530
8 20 00 520
8 30 00 520
8 40 00 530
8 50 00 580
9 00 00 590
9 10 00 600
9 20 00 800
9 30 00 1000
9 40 00 1000
9 50 00 1000
10 00 00 1000
10 10 00 1090
10 20 00 1100
10 30 00 1100
10 40 00 1400
10 50 00 1320
11 00 00 1320
11 10 00 1755
11 20 00 1730
11 30 00 1740
11 40 00 1750
11 50 00 1760
12 00 00 1770
12 10 00 1760
12 20 00 2090
12 30 00 2100
12 40 00 2110
12 50 00 2110
13 00 00 2100
13 10 00 2100
13 20 00 1920
13 30 00 2585
13 40 00 2570
13 50 00 2560
14 00 00 2220
14 10 00 2220
14 20 00 2230
14 30 00 2750
14 40 00 2380
14 50 00 2380
15 00 00 2370
15 10 00 2370
15 20 00 2360
15 30 00 2655
15 40 00 2640
15 50 00 2650
16 00 00 2650
16 10 00 2660
16 20 00 2680
16 30 00 2680
16 40 00 2660
16 50 00 2650
17 00 00 2640
17 10 00 1010
17 20 00 2270
17 30 00 2260
17 40 00 2260
17 50 00 2270
18 00 00 2290
18 10 00 2290
18 20 00 2300
18 30 00 2300
18 40 00 1830
18 50 00 1830
19 00 00 1830
19 10 00 1520
19 20 00 1520
19 30 00 1520
19 40 00 2080
19 50 00 2060
20 00 00 2070
20 10 00 2090
20 20 00 2100
20 30 00 2100
20 40 00 2235
20 50 00 2350
21 00 00 2370
21 10 00 2370
21 20 00 2100
21 30 00 2130
21 40 00 2130
21 50 00 2140
22 00 00 2150
22 10 00 1620
22 20 00 1620
22 30 00 1960
22 40 00 1930
22 50 00 2175
23 00 00 2190
23 10 00 2200
23 20 00 1170
23 30 00 1170
23 40 00 1170
23 50 00 1170
