0 00 00 1340
0 10 00 1340
0 20 00 450
0 30 00 450
0 40 00 965
0 50 00 1480
1 00 00 1470
1 10 00 1450
1 20 00 1440
1 30 00 1430
1 40 00 450
1 50 00 620
2 00 00 740
2 10 00 730
2 20 00 720
2 30 00 720
2 40 00 730
2 50 00 740
3 00 00 290
3 10 00 300
3 20 00 300
3 30 00 310
3 40 00 310
3 50 00 500
4 00 00 490
4 10 00 490
4 20 00 490
4 30 00 490
4 40 00 540
4 50 00 540
5 00 00 540
5 10 00 550
5 20 00 550
5 30 00 560
5 40 00 500
5 50 00 490
6 00 00 480
6 10 00 420
6 20 00 420
6 30 00 590
6 40 00 580
6 50 00 570
7 00 00 570
7 10 00 570
7 20 00 570
7 30 00 570
7 40 00 580
7 50 00 580
8 00 00 590
8 10 00 600
8 20 00 600
8 30 00 600
8 40 00 600
8 50 00 600
9 00 00 600
9 10 00 590
9 20 00 580
9 30 00 570
9 40 00 560
9 50 00 550
10 00 00 550
10 10 00 550
10 20 00 550
10 30 00 550
10 40 00 550
10 50 00 550
11 00 00 1545
11 10 00 1550
11 20 00 1555
11 30 00 2205
11 40 00 1840
11 50 00 1840
12 00 00 1850
12 10 00 2425
12 20 00 2620
12 30 00 2270
12 40 00 2270
12 50 00 2240
13 00 00 2375
13 10 00 2520
13 20 00 1840
13 30 00 2380
13 40 00 2380
13 50 00 2605
14 00 00 2610
14 10 00 2605
14 20 00 2885
14 30 00 2755
14 40 00 3080
14 50 00 3000
15 00 00 3215
15 10 00 3195
15 20 00 3185
15 30 00 3180
15 40 00 3165
15 50 00 2770
16 00 00 2680
16 10 00 2765
16 20 00 2755
16 30 00 2500
16 40 00 2480
16 50 00 2480
17 00 00 2295
17 10 00 2930
17 20 00 3055
17 30 00 3230
17 40 00 2870
17 50 00 2800
18 00 00 2760
18 10 00 2750
18 20 00 2160
18 30 00 2170
18 40 00 1575
18 50 00 1575
19 00 00 1570
19 10 00 1475
19 20 00 1450
19 30 00 1515
19 40 00 1505
19 50 00 1655
20 00 00 1545
20 10 00 1550
20 20 00 1560
20 30 00 1565
20 40 00 1570
20 50 00 1555
21 00 00 1560
21 10 00 1550
21 20 00 2320
21 30 00 2300
21 40 00 300
21 50 00 310
22 00 00 1415
22 10 00 1420
22 20 00 1415
22 30 00 1385
22 40 00 1340
22 50 00 330
23 00 00 330
23 10 00 330
23 20 00 330
23 30 00 320
23 40 00 1515
23 50 00 1510
