0 00 00 440
0 10 00 440
0 20 00 1050
0 30 00 1840
0 40 00 1810
0 50 00 1800
1 00 00 1530
1 10 00 1530
1 20 00 1540
1 30 00 1540
1 40 00 1645
1 50 00 1510
2 00 00 1520
2 10 00 1520
2 20 00 1360
2 30 00 1360
2 40 00 1350
2 50 00 1330
3 00 00 1330
3 10 00 1330
3 20 00 290
3 30 00 290
3 40 00 1370
3 50 00 1360
4 00 00 1010
4 10 00 1000
4 20 00 410
4 30 00 660
4 40 00 645
4 50 00 635
5 00 00 350
5 10 00 340
5 20 00 340
5 30 00 330
5 40 00 330
5 50 00 875
6 00 00 1360
6 10 00 1370
6 20 00 1370
6 30 00 1370
6 40 00 320
6 50 00 1340
7 00 00 1320
7 10 00 1310
7 20 00 1290
7 30 00 1300
7 40 00 1290
7 50 00 1300
8 00 00 1320
8 10 00 1340
8 20 00 1330
8 30 00 310
8 40 00 320
8 50 00 330
9 00 00 340
9 10 00 430
9 20 00 710
9 30 00 730
9 40 00 730
9 50 00 730
10 00 00 730
10 10 00 730
10 20 00 730
10 30 00 850
10 40 00 860
10 50 00 900
11 00 00 1755
11 10 00 1770
11 20 00 2145
11 30 00 2420
11 40 00 1980
11 50 00 1970
12 00 00 2170
12 10 00 2160
12 20 00 1370
12 30 00 2040
12 40 00 2505
12 50 00 2500
13 00 00 2500
13 10 00 2490
13 20 00 2490
13 30 00 2490
13 40 00 2500
13 50 00 2805
14 00 00 2860
14 10 00 2880
14 20 00 2900
14 30 00 2910
14 40 00 2940
14 50 00 2960
15 00 00 2530
15 10 00 2530
15 20 00 2540
15 30 00 2560
15 40 00 2560
15 50 00 2510
16 00 00 2500
16 10 00 2605
16 20 00 3035
16 30 00 3040
16 40 00 2440
16 50 00 2825
17 00 00 2810
17 10 00 2925
17 20 00 3050
17 30 00 2050
17 40 00 2865
17 50 00 2920
18 00 00 2910
18 10 00 2910
18 20 00 2900
18 30 00 2890
18 40 00 650
18 50 00 650
19 00 00 650
19 10 00 1615
19 20 00 1735
19 30 00 1475
19 40 00 1530
19 50 00 1470
20 00 00 1845
20 10 00 1880
20 20 00 1400
20 30 00 1400
20 40 00 1400
20 50 00 1410
21 00 00 300
21 10 00 300
21 20 00 1480
21 30 00 1480
21 40 00 1480
21 50 00 1480
22 00 00 1490
22 10 00 1510
22 20 00 1990
22 30 00 1570
22 40 00 1570
22 50 00 1985
23 00 00 1980
23 10 00 1980
23 20 00 1990
23 30 00 2000
23 40 00 2010
23 50 00 2000
